CIF1,CIF2,Date,Duration
STORBE83T53B535L,NDRSLY95E49A745P,2020-06-08,21:35:00
VLNKHL81L44L146Q,FRSHLN61R41B038O,2020-01-01,14:18:00
SWNMHL73B21F664V,LEEJNA98H48E638A,2020-12-31,16:17:00
TRYRRT89S21C194F,SCHLYD54L59D277S,2020-05-23,11:34:00
BRWPLN97H69G189W,RSDWTR78C28G156H,2021-02-04,18:14:00
JHNDBR55P46G123T,VSLLTT58D59D974O,2020-07-06,03:08:00
NVRJPH90S21E904H,MRODRH93M56M384G,2020-10-15,19:01:00
YNGNCY92A42L334B,CBRRGG92B14A663J,2020-12-27,15:19:00
NCHPGY58M48G421Q,TRYRRT89S21C194F,2020-06-04,11:52:00
STRLRY69C07E192Q,WLLNNA58A42C369H,2020-08-22,00:50:00
MCGSNY98M10A537X,PCKDTH82L44E967N,2021-05-03,00:29:00
HSLLSE93H63M339H,STLSNL55P30E537Q,2020-01-08,21:53:00
FGRMHL82H18L237F,LPPDLD70A03H026E,2020-12-20,08:22:00
GRBMRN82D57D038L,THMJTH73T54B844U,2021-01-09,08:00:00
CDRTCY54R28A265E,SMNZND76S52A398Q,2020-10-20,02:30:00
WLLSRL93T52I326Y,CPRJHN86P01B167P,2020-10-22,21:50:00
LIXJCK86C02L575K,BNGKMI67E57M079C,2020-07-25,19:10:00
SHLHRD51E19C941J,WLLLLN83R62A857R,2020-11-02,03:22:00
DVLVGN61S45F494C,RBRBRK59H52F562K,2021-10-09,10:12:00
FRNGRD51M07G146L,GNZJMM62R30B198S,2021-07-31,23:03:00
PCKDTH82L44E967N,LEEJNA98H48E638A,2020-01-04,03:46:00
DNGJML72P16B589Y,LIXJCK86C02L575K,2021-03-28,05:56:00
MRTJSS58A07H134Q,FNKCRL68P25D666Z,2021-10-14,10:02:00
GRFHRT66B27D284O,MLLNDI78C68A122T,2020-04-01,14:36:00
DVDKHL98S44G111E,PCKDTH82L44E967N,2021-02-01,19:41:00
KLFJMS99H26F422A,GBNMTH99A65E012A,2020-08-21,19:33:00
DDYNCY55H68G331W,BCKLNR75S63L258J,2020-02-11,19:52:00
KLFJMS99H26F422A,GZMDNN67E54L834Z,2020-12-01,15:37:00
MLLNDI78C68A122T,FLDLSU85S24H265W,2021-04-06,09:51:00
SHLTRS58D49F815D,WLLGDN82T25G459Y,2020-05-26,21:35:00
PHLJSN62A18E213Z,LEEJNA98H48E638A,2021-01-05,21:47:00
DNGJML72P16B589Y,BRCMRY59A65H294I,2021-10-24,00:37:00
FRSHLN61R41B038O,FLRCLS87M29I936O,2021-08-27,13:40:00
GRNDRS80B51E374C,STPGLD62R28B530H,2021-08-09,15:21:00
PCKDTH82L44E967N,MROJNF62B58D607A,2020-12-30,05:05:00
BRWPLN97H69G189W,KTHMRL79C44E901I,2020-04-17,11:28:00
LPPDLD70A03H026E,SMNZND76S52A398Q,2020-09-08,03:32:00
GNRJNN64B08D299Y,SLDHLN85A49F422V,2020-07-01,18:44:00
CDRTCY54R28A265E,BLNNDR76D29C072G,2021-05-27,21:33:00
LYNMRC54A29D009G,BLNNDR76D29C072G,2020-07-25,05:17:00
RMNMRY96C46H022U,BRCJHN84D04C780Y,2021-08-22,00:26:00
FLDLSU85S24H265W,BRBJFF97T18A202M,2020-07-13,19:31:00
LZRLYD51S54E847D,BLNLSI59L44I754K,2021-10-04,19:36:00
MRODRH93M56M384G,TRYRRT89S21C194F,2021-06-15,20:16:00
BNGKMI67E57M079C,GRNDRS80B51E374C,2021-09-21,22:09:00
BDGTTH02S12H153U,DNGJML72P16B589Y,2021-08-23,13:31:00
VGEZCK52A22H189U,HNSCLE92M26G447Q,2021-07-24,05:57:00
PRCRTR79L29L270U,GRFHRT66B27D284O,2021-03-23,18:27:00
WRSFDD70A04B506S,GZMDNN67E54L834Z,2020-01-01,04:37:00
KNGJSS58L01H528F,STRLRY69C07E192Q,2020-12-17,15:12:00
WRRDMA53D08A127Z,SWNMHL73B21F664V,2020-11-09,13:14:00
JPKLRY63B16C633M,WHTRSL88M48G273U,2021-06-17,02:28:00
PRVLRA61C44L724S,SFSSNT03B58I357V,2020-04-16,09:52:00
KRKPTR52T16L562R,PNNRHR81M05E356N,2021-10-21,16:55:00
PRVLRA61C44L724S,BRNLHE55R64C286K,2020-02-14,19:32:00
LIXJCK86C02L575K,GRFHRT66B27D284O,2021-10-12,01:12:00
RSDWTR78C28G156H,MKLCRS90H44L173G,2021-05-08,19:38:00
MCNDNY66H20C974L,MRRTMS79B15C974V,2021-01-18,12:27:00
NGYJDY52E48F320W,WDWJNN67T25L440J,2020-09-06,15:21:00
DNGJML72P16B589Y,RMNMRY96C46H022U,2021-11-13,11:20:00
LPZRMR64L63G153S,JHNDBR55P46G123T,2021-11-05,08:49:00
WSSJNF88S47L039A,WLLDNL90A04A898T,2021-06-28,19:57:00
PNINAA54T66I796U,NDRSLY95E49A745P,2020-02-28,23:35:00
CLMBRN67E26H720B,DLLDBR88B63D227F,2020-05-26,14:41:00
SPNJRM96H21C062G,PHLJSN62A18E213Z,2020-11-09,03:28:00
CLMDWN76E64L105N,BLNLSI59L44I754K,2020-05-16,00:32:00
VGEZCK52A22H189U,SPNJRM96H21C062G,2021-02-12,22:51:00
LTTNNA72M57A625D,WLLNNA58A42C369H,2021-09-11,00:42:00
MCGSNY98M10A537X,WHTRSL88M48G273U,2020-11-08,20:11:00
DNLRLD97R10E618V,MCNDNY66H20C974L,2021-09-21,21:43:00
BLNLSI59L44I754K,VLLRRT69R11D041G,2021-01-23,12:04:00
BRWPLN97H69G189W,MYRLNL84M29G823I,2020-03-10,05:50:00
YNGMTN56H16E666B,JHNSCI70R26A087R,2021-09-01,13:24:00
KTHMRL79C44E901I,RSNJSN91R25L734J,2021-01-18,03:47:00
LMRGRG63B15G580A,RSDWTR78C28G156H,2021-03-31,01:08:00
YNGMTN56H16E666B,GNZJMM62R30B198S,2021-01-27,21:05:00
MLLNDI78C68A122T,MRCRSO85P65A737K,2020-05-23,18:36:00
GZMDNN67E54L834Z,FRNGRD51M07G146L,2020-01-13,05:12:00
BSTGLD89M31M371Q,FRSRTI90B64C539A,2021-05-14,15:22:00
MKLCRS90H44L173G,DWDROA52C53B097U,2020-09-19,18:10:00
JHNSCI70R26A087R,MRTJSS58A07H134Q,2021-07-21,14:55:00
JCBRCC50A63M420U,MNGMVN93E11E576Y,2021-07-05,08:46:00
VLNKHL81L44L146Q,BCKLNR75S63L258J,2021-07-05,05:27:00
CPRJHN86P01B167P,LCKLPU63A14L248G,2021-03-27,11:00:00
DNLRLD97R10E618V,GNRJNN64B08D299Y,2020-03-06,02:37:00
VGEZCK52A22H189U,SNCRHR70E02I612L,2021-07-18,23:25:00
LFFMLE91L09D596Z,PNNRHR81M05E356N,2020-09-20,01:54:00
THMJTH73T54B844U,LRNTMR73E61D321M,2020-05-28,12:47:00
BRKPRC73A50B608C,SHLTRS58D49F815D,2020-12-30,11:21:00
DCSGRG75B01H258V,LZRLYD51S54E847D,2020-03-23,21:23:00
FRSRTI90B64C539A,BRBJFF97T18A202M,2020-02-09,16:02:00
YTCRNN69P17A263F,VSLLTT58D59D974O,2021-06-30,20:39:00
CLYMHL68C61B424F,BGYLSO52A48G663K,2021-11-12,08:17:00
KHNLSI83T46C866B,RTCJDY92L65D057O,2021-11-01,06:41:00
LPSMGR93P42C533G,BRWSPH60M62E554M,2020-06-08,02:01:00
PRCRTR79L29L270U,KLFJMS99H26F422A,2020-09-21,09:53:00
FLRCLS87M29I936O,GRFHRT66B27D284O,2021-04-23,19:33:00
RBRBRK59H52F562K,MRNJYO89D14B440G,2020-04-23,12:23:00
BRCMRY59A65H294I,MRODRH93M56M384G,2020-12-30,17:50:00
WLLRLA58E52G222M,WLLGDN82T25G459Y,2021-03-16,20:04:00
RSSJPH67E22I457E,PNINAA54T66I796U,2020-07-10,13:42:00
RSNJSN91R25L734J,GZMDNN67E54L834Z,2021-01-01,03:20:00
SMTNRW84T12I192Q,YNGWLM78P15H590G,2021-05-11,12:40:00
SHLLLL52M71L389G,SHETMY52C08H406D,2021-06-09,18:23:00
GMBDRK56D23E593M,WLLNNA58A42C369H,2021-01-29,08:19:00
NDRSLY95E49A745P,LFFMLE91L09D596Z,2021-05-21,23:14:00
LZRLYD51S54E847D,SHLLLL52M71L389G,2020-10-12,08:09:00
JCBRCC50A63M420U,JHNDBR55P46G123T,2020-11-06,05:54:00
SHLHRD51E19C941J,MRNJYO89D14B440G,2021-10-05,02:41:00
PRVLRA61C44L724S,SPNJRM96H21C062G,2021-01-31,04:38:00
VGEZCK52A22H189U,LLTLND50C14D853V,2020-08-15,08:15:00
SPNJHN87T10F976U,STRBNC73A49G384I,2020-03-17,17:30:00
DVDKHL98S44G111E,JCBRCC50A63M420U,2020-04-21,17:48:00
MRNJYO89D14B440G,YRYRLA94L13G204N,2021-07-10,01:42:00
RSSJPH67E22I457E,BNGKMI67E57M079C,2020-03-02,03:02:00
MRODRH93M56M384G,STOTRY58M28A989V,2020-05-25,20:02:00
DNGJML72P16B589Y,SMTNRW84T12I192Q,2020-07-06,01:29:00
FRSRTI90B64C539A,PCKDTH82L44E967N,2021-01-24,05:04:00
CLLJHN64C04F078U,LCNMGN89P66L277C,2020-01-05,06:10:00
LLTLND50C14D853V,SHETMY52C08H406D,2020-08-25,19:54:00
NCHCRG65B09C503O,JRDRCE97M57L681R,2021-03-14,16:43:00
MRNJYO89D14B440G,PCKDTH82L44E967N,2021-10-04,19:30:00
VSLLTT58D59D974O,GBNMTH99A65E012A,2021-08-08,15:00:00
FGRMHL82H18L237F,CBRRGG92B14A663J,2020-07-13,09:42:00
HDSJHN73B07F256I,JCBRCC50A63M420U,2021-08-17,05:51:00
BLNLSI59L44I754K,LIXJCK86C02L575K,2020-06-23,08:41:00
RTCJDY92L65D057O,SMTNRW84T12I192Q,2020-10-31,13:35:00
STLSNL55P30E537Q,WHLDWN60T17H599M,2020-09-08,06:59:00
LPSMGR93P42C533G,LCKLPU63A14L248G,2021-07-18,04:11:00
WHTFDR95T27E759W,SLHSLV72P60D239O,2020-09-19,08:14:00
GBNMTH99A65E012A,KHNLSI83T46C866B,2021-03-11,13:36:00
PRCRTR79L29L270U,CKOJHN53S03F001C,2021-02-24,14:04:00
DWDROA52C53B097U,WRSFDD70A04B506S,2020-01-12,15:00:00
NCHCRG65B09C503O,BSTGLD89M31M371Q,2020-04-05,17:52:00
WLLRLA58E52G222M,SMMNNA60C46H245N,2020-12-28,14:14:00
RSSJPH67E22I457E,BRWSPH60M62E554M,2021-02-12,03:26:00
WHTRSL88M48G273U,KLLLRT86E22I414T,2021-08-07,02:20:00
RSNJSN91R25L734J,HRDSNY94C52M267B,2020-03-30,08:36:00
DVDKHL98S44G111E,JMSJHN61L30E689A,2021-05-18,18:28:00
KHNLSI83T46C866B,STPGLD62R28B530H,2021-05-25,05:21:00
KTHMRA59R57C816R,MRTJSS58A07H134Q,2020-02-12,23:19:00
MRRCRN86R26M093P,WRRDMA53D08A127Z,2020-11-27,15:30:00
PHLJSN62A18E213Z,WLLLLN83R62A857R,2021-08-15,17:19:00
BRNLHE55R64C286K,LIXJCK86C02L575K,2020-01-23,18:03:00
SPNJRM96H21C062G,SCRFNK98S10L840F,2020-10-13,07:30:00
WLLNNA58A42C369H,BRBJFF97T18A202M,2021-02-01,21:51:00
DNGJML72P16B589Y,GDYWDL63E17L500W,2021-01-09,05:50:00
MCLSLL63H59H822V,BGYLSO52A48G663K,2020-04-30,10:35:00
SMTNRW84T12I192Q,SWNMHL73B21F664V,2021-09-06,08:16:00
BRKPRC73A50B608C,PRCMHL59T49G802A,2020-10-06,15:10:00
WHTRSL88M48G273U,VLNKHL81L44L146Q,2021-03-25,14:56:00
SHLTRS58D49F815D,GMBDRK56D23E593M,2020-06-29,07:24:00
DWDROA52C53B097U,LRNTMR73E61D321M,2020-08-11,18:57:00
RMNMRY96C46H022U,DTHFNC93H03F707B,2021-11-05,12:27:00
PLLNHL78D22G311I,PTRMLS95L01G492T,2021-04-07,15:21:00
PNNRHR81M05E356N,MRRTMS79B15C974V,2021-05-18,12:18:00
GLLJRM87C31G580R,VSLLTT58D59D974O,2020-09-08,19:37:00
SPNJRM96H21C062G,MWNLCS65P09L625X,2021-03-31,13:39:00
KNGRSL57M27L167F,WLLSRL93T52I326Y,2021-03-24,08:24:00
BRCJHN84D04C780Y,GRNDRS80B51E374C,2021-06-12,12:58:00
BSTGLD89M31M371Q,LTTNNA72M57A625D,2020-01-21,05:41:00
XMEBBR59A42B171A,MRSTMY83B23B686W,2020-01-31,15:21:00
CRLCRY02E44E048J,CLYMHL68C61B424F,2020-09-25,09:34:00
LPSMGR93P42C533G,WLLNNA58A42C369H,2021-01-10,16:08:00
MCNDNY66H20C974L,JPKLRY63B16C633M,2021-09-15,04:24:00
MKLCRS90H44L173G,YNGNCY92A42L334B,2021-05-13,06:34:00
SCRFNK98S10L840F,BLNNDR76D29C072G,2021-03-27,09:13:00
BDNMRY91S41H505I,PHLJSN62A18E213Z,2020-02-29,09:34:00
HCKKST50H58L158V,LMRGRG63B15G580A,2020-03-25,18:09:00
GNRJNN64B08D299Y,HNSCLE92M26G447Q,2020-11-25,15:42:00
SMTNRW84T12I192Q,STORBE83T53B535L,2020-04-10,13:06:00
GZMDNN67E54L834Z,MCNDNY66H20C974L,2020-12-08,01:13:00
DTHFNC93H03F707B,STOTRY58M28A989V,2021-02-01,19:39:00
CLMDWN76E64L105N,GDYWDL63E17L500W,2020-02-18,17:31:00
LCNMGN89P66L277C,LCNBBR88P55F817E,2020-01-06,13:56:00
WRRDMA53D08A127Z,CRLCRY02E44E048J,2021-06-18,17:03:00
NCHPGY58M48G421Q,DNKRTI79E46E290E,2020-05-16,12:23:00
DDYNCY55H68G331W,SMNZND76S52A398Q,2020-07-10,10:33:00
DVSBBR79S41M196G,FLDLSU85S24H265W,2021-06-04,23:25:00
JPKLRY63B16C633M,DLLDBR88B63D227F,2021-03-07,02:24:00
LIXJCK86C02L575K,VSLLTT58D59D974O,2021-01-23,06:09:00
WTSLRN59T47A506O,SWNMHL73B21F664V,2020-10-31,23:15:00
MRODRH93M56M384G,LPSMGR93P42C533G,2021-01-07,17:18:00
HDSDRH98D58D061Q,MRTJSS58A07H134Q,2021-03-17,21:03:00
BSTGLD89M31M371Q,LRNTMR73E61D321M,2021-09-21,17:17:00
RSNJSN91R25L734J,DVSBBR79S41M196G,2020-05-25,00:34:00
GRFHRT66B27D284O,CLMDWN76E64L105N,2020-10-17,15:07:00
LTTNNA72M57A625D,YNGWLM78P15H590G,2021-02-07,02:26:00
WHLDWN60T17H599M,THMJTH73T54B844U,2020-12-27,06:08:00
YNGMTN56H16E666B,HDSJHN73B07F256I,2021-02-14,06:18:00
SNCRHR70E02I612L,SKNJPH51S02C500E,2020-05-16,20:45:00
FREDTH50S54B120C,MKLCRS90H44L173G,2020-03-26,14:28:00
FLRCLS87M29I936O,TMPDNS94M57C901C,2020-01-16,18:22:00
KNGRSL57M27L167F,BCKLNR75S63L258J,2021-02-25,16:03:00
FRSHLN61R41B038O,LPSMGR93P42C533G,2021-09-09,23:24:00
HSLLSE93H63M339H,SMNZND76S52A398Q,2021-11-09,09:04:00
XMEBBR59A42B171A,LRNTMR73E61D321M,2020-02-02,14:31:00
BRBJFF97T18A202M,SMNZND76S52A398Q,2021-10-25,02:32:00
STOTRY58M28A989V,LPPDLD70A03H026E,2021-06-14,08:48:00
RGRJLN85P04F599C,GNZJMM62R30B198S,2021-04-09,20:09:00
CLYMHL68C61B424F,FRNGRD51M07G146L,2021-10-07,00:37:00
BRCMRY59A65H294I,WRRDMA53D08A127Z,2020-05-23,13:22:00
YRYRLA94L13G204N,DNGJML72P16B589Y,2021-11-01,09:23:00
STRLRY69C07E192Q,MCLSLL63H59H822V,2020-01-09,02:36:00
JPKLRY63B16C633M,LCNBBR88P55F817E,2021-03-05,02:30:00
BRBJFF97T18A202M,BRCJHN84D04C780Y,2021-02-02,09:41:00
DVDKHL98S44G111E,LPSMGR93P42C533G,2021-01-05,11:30:00
SCRFNK98S10L840F,FREDTH50S54B120C,2021-04-05,16:52:00
FREDTH50S54B120C,RTCJDY92L65D057O,2020-05-28,16:18:00
LFFMLE91L09D596Z,FLDLSU85S24H265W,2021-05-11,16:26:00
HDSJHN73B07F256I,CDRTCY54R28A265E,2021-04-23,11:43:00
RSDWTR78C28G156H,LMRGRG63B15G580A,2021-03-27,08:25:00
CRRJSO55T31A376Z,LIXJCK86C02L575K,2021-02-26,00:23:00
TMPDNS94M57C901C,MCNDNY66H20C974L,2020-02-25,18:23:00
LPZRMR64L63G153S,YNGWLM78P15H590G,2020-01-27,01:21:00
HDSDRH98D58D061Q,RBRBRK59H52F562K,2020-11-25,06:51:00
WLLLLN83R62A857R,BDNMRY91S41H505I,2020-06-08,07:57:00
BCKLNR75S63L258J,CRRJSO55T31A376Z,2021-05-25,01:12:00
LTTNNA72M57A625D,WTSLRN59T47A506O,2020-07-21,04:14:00
LNRLVN82B12G713N,YTCRNN69P17A263F,2020-10-22,23:34:00
KNSJNF91H43C691H,PRKPRC59M42F793E,2020-07-08,06:48:00
WRRDMA53D08A127Z,DVSBBR79S41M196G,2021-06-08,05:58:00
HDSJHN73B07F256I,NCHPGY58M48G421Q,2020-01-01,21:42:00
SHLHRD51E19C941J,DLLDBR88B63D227F,2020-05-06,12:06:00
BDGTTH02S12H153U,HNSCLE92M26G447Q,2020-03-19,12:15:00
MROJNF62B58D607A,BRWSPH60M62E554M,2021-07-10,00:54:00
CVRFRD95L63B418T,CLLJHN64C04F078U,2021-08-27,20:22:00
BRCJHN84D04C780Y,SPNJRM96H21C062G,2021-03-24,17:22:00
JMSJHN61L30E689A,JHNSCI70R26A087R,2021-06-22,14:10:00
STOTRY58M28A989V,TMPDNS94M57C901C,2020-12-24,14:10:00
LTTNNA72M57A625D,FRSHLN61R41B038O,2020-01-21,14:36:00
JMSJHN61L30E689A,SMNZND76S52A398Q,2020-12-21,10:15:00
YNGNCY92A42L334B,WLLRLA58E52G222M,2021-10-13,12:43:00
SMNZND76S52A398Q,HWKSVN87L31F455R,2020-11-28,16:39:00
HNYRHR01R25H878A,MRRCRN86R26M093P,2020-01-04,09:58:00
HSLLSE93H63M339H,STJKNE55M03L673N,2020-01-30,07:25:00
MKLCRS90H44L173G,BRWCFF88E12F737N,2021-03-16,17:11:00
GZMDNN67E54L834Z,PLLNHL78D22G311I,2021-06-20,14:36:00
THMJTH73T54B844U,WLLSRL93T52I326Y,2020-12-01,17:26:00
STRBNC73A49G384I,CVRFRD95L63B418T,2020-01-09,07:08:00
MRNJYO89D14B440G,NVRJPH90S21E904H,2021-09-16,06:41:00
DVDKHL98S44G111E,CDRTCY54R28A265E,2020-03-11,01:40:00
WHTFDR95T27E759W,CLMDWN76E64L105N,2021-07-01,23:15:00
HNYRHR01R25H878A,THMJTH73T54B844U,2020-04-24,14:32:00
RTCJDY92L65D057O,LZRLYD51S54E847D,2020-02-25,02:39:00
SCRFNK98S10L840F,WRRDMA53D08A127Z,2020-10-01,22:42:00
XMEBBR59A42B171A,SMTNRW84T12I192Q,2020-11-26,10:47:00
HFNLNC51R06F846Z,BRKPRC73A50B608C,2021-10-17,05:50:00
FLDLSU85S24H265W,MRSTMY83B23B686W,2020-08-28,06:37:00
YNGMTN56H16E666B,MRTJSS58A07H134Q,2020-08-12,05:17:00
JHNSCI70R26A087R,CLMBRN67E26H720B,2020-07-22,21:04:00
NCHPGY58M48G421Q,TCKJYC58A44B774S,2020-04-17,00:55:00
BSTGLD89M31M371Q,BCKLNR75S63L258J,2020-09-24,22:19:00
LPZRMR64L63G153S,STORBE83T53B535L,2020-03-03,19:20:00
GBNMTH99A65E012A,SKNJPH51S02C500E,2020-10-14,06:24:00
SPNJHN87T10F976U,GRNDLD75L03D804W,2021-07-10,17:47:00
SLBPRC85H65A399P,LYNMRC54A29D009G,2020-05-29,09:47:00
LCKLPU63A14L248G,BSTGLD89M31M371Q,2020-10-08,08:25:00
BRWCFF88E12F737N,MLLNDI78C68A122T,2021-01-21,11:30:00
CLYMHL68C61B424F,FRSHLN61R41B038O,2020-12-31,05:12:00
SMNZND76S52A398Q,LFFMLE91L09D596Z,2021-02-13,09:41:00
PLLNHL78D22G311I,MCLSLL63H59H822V,2020-07-04,08:58:00
MRCRSO85P65A737K,MKLCRS90H44L173G,2020-06-17,20:06:00
BRKPRC73A50B608C,LNRLVN82B12G713N,2021-03-05,04:42:00
LCNBBR88P55F817E,CKOJHN53S03F001C,2021-03-16,03:16:00
WRSFDD70A04B506S,WSSJNF88S47L039A,2020-11-15,08:45:00
CHNMNG65R47H002C,DNKRTI79E46E290E,2021-01-19,13:39:00
STPGLD62R28B530H,SNCRHR70E02I612L,2021-04-29,03:57:00
PTRMLS95L01G492T,MRSTMY83B23B686W,2020-10-12,11:04:00
LCNMGN89P66L277C,DVLVGN61S45F494C,2020-09-29,02:55:00
JRDRCE97M57L681R,LEEJNA98H48E638A,2020-12-03,22:34:00
LEEJNA98H48E638A,MRODRH93M56M384G,2021-04-14,14:38:00
PCKDTH82L44E967N,FLRCLS87M29I936O,2021-09-06,08:52:00
SKNJPH51S02C500E,GLLJRM87C31G580R,2020-10-30,17:30:00
MRRTMS79B15C974V,BDGTTH02S12H153U,2020-11-16,20:09:00
MYRWLM79B25A712W,DVSBBR79S41M196G,2021-10-26,05:59:00
BNGKMI67E57M079C,CRLCRY02E44E048J,2021-09-29,22:00:00
BDNMRY91S41H505I,BRCMRY59A65H294I,2021-10-14,02:44:00
JNSCLD84P13A810G,CLPJHN02H25H639J,2020-08-06,22:10:00
SHLLLL52M71L389G,CLMBRN67E26H720B,2021-04-19,19:49:00
CKOJHN53S03F001C,DVSBBR79S41M196G,2020-01-19,10:33:00
MRNJYO89D14B440G,KNSJNF91H43C691H,2021-10-25,05:34:00
MCNDNY66H20C974L,YNGMTN56H16E666B,2020-12-04,22:31:00
MLLNDI78C68A122T,SCHLYD54L59D277S,2020-10-16,11:26:00
PRKPRC59M42F793E,GRNDRS80B51E374C,2020-02-13,03:32:00
SFSSNT03B58I357V,CRRJSO55T31A376Z,2020-04-09,18:22:00
WSSJNF88S47L039A,STRBNC73A49G384I,2020-06-30,13:38:00
MKLCRS90H44L173G,SNCRHR70E02I612L,2020-01-08,05:16:00
NVRJPH90S21E904H,SHLHRD51E19C941J,2021-08-07,04:32:00
BRCJHN84D04C780Y,JMSJHN61L30E689A,2020-09-27,19:17:00
THRCRS72D63M021H,GRFHRT66B27D284O,2020-11-13,18:02:00
RCHNHN73S15A734P,WLLLLN83R62A857R,2020-04-16,12:15:00
WTSLRN59T47A506O,GMBDRK56D23E593M,2021-09-17,19:47:00
DVLVGN61S45F494C,PHLJSN62A18E213Z,2021-06-02,14:12:00
SPNJRM96H21C062G,YTCRNN69P17A263F,2021-05-28,09:29:00
LTTNNA72M57A625D,YNGWLM78P15H590G,2021-01-22,03:49:00
GLLJRM87C31G580R,GZMDNN67E54L834Z,2020-06-05,09:52:00
NDRSLY95E49A745P,JRDRCE97M57L681R,2020-04-13,05:30:00
SMNZND76S52A398Q,SNCRHR70E02I612L,2020-01-03,12:41:00
SFSSNT03B58I357V,MRSTMY83B23B686W,2021-03-30,19:28:00
BRNLHE55R64C286K,MRNJYO89D14B440G,2020-03-14,10:30:00
FRSHLN61R41B038O,PNNRHR81M05E356N,2020-07-06,12:12:00
RSDWTR78C28G156H,WLLSRL93T52I326Y,2021-03-16,07:29:00
MYRLNL84M29G823I,SNCRHR70E02I612L,2020-09-22,03:32:00
KNLSNE96A14I319G,GDYWDL63E17L500W,2020-12-30,02:15:00
DDYNCY55H68G331W,WLLGDN82T25G459Y,2021-09-21,05:20:00
PLLNHL78D22G311I,CLYMHL68C61B424F,2021-01-21,19:56:00
STORBE83T53B535L,HDSJHN73B07F256I,2020-06-05,14:58:00
KNSJNF91H43C691H,BNGKMI67E57M079C,2020-08-25,10:34:00
MCGSNY98M10A537X,LZRLYD51S54E847D,2021-08-16,20:42:00
GLLJRM87C31G580R,LMRGRG63B15G580A,2021-08-04,14:39:00
JNSCLD84P13A810G,TRYRRT89S21C194F,2021-10-09,23:11:00
JPKLRY63B16C633M,GLLJRM87C31G580R,2021-02-20,04:26:00
BRDCRO63R66F162H,BLNLSI59L44I754K,2021-08-05,08:57:00
NVRJPH90S21E904H,CLMBRN67E26H720B,2021-03-24,05:31:00
GRNDRS80B51E374C,BRWSPH60M62E554M,2021-11-12,07:52:00
WRRDMA53D08A127Z,GNZJMM62R30B198S,2021-06-04,12:31:00
GBNMTH99A65E012A,PTRMLS95L01G492T,2020-10-13,20:35:00
FRSRTI90B64C539A,SNCRHR70E02I612L,2021-06-07,13:17:00
YRYRLA94L13G204N,DLLDBR88B63D227F,2021-03-30,05:20:00
LMRGRG63B15G580A,BRCJHN84D04C780Y,2020-08-29,00:41:00
KLFJMS99H26F422A,PRCMHL59T49G802A,2020-05-08,05:26:00
JHNSCI70R26A087R,LLSVGN67T61D344L,2021-06-28,21:28:00
PHLJSN62A18E213Z,KNGRSL57M27L167F,2021-08-28,13:20:00
BGYLSO52A48G663K,FRNGRD51M07G146L,2020-04-19,07:14:00
TMPDNS94M57C901C,BRWPLN97H69G189W,2020-10-14,10:36:00
GNRJNN64B08D299Y,LPZRMR64L63G153S,2021-03-27,23:27:00
LPSMGR93P42C533G,PNINAA54T66I796U,2021-01-29,13:32:00
SKNJPH51S02C500E,CLPJHN02H25H639J,2021-10-24,01:27:00
RMNMRY96C46H022U,MYRLNL84M29G823I,2021-10-09,01:36:00
DTHFNC93H03F707B,HRDSNY94C52M267B,2021-10-15,12:07:00
GRFHRT66B27D284O,WLLGDN82T25G459Y,2020-12-20,02:39:00
MKLCRS90H44L173G,FLDLSU85S24H265W,2021-03-09,16:24:00
NVRJPH90S21E904H,KHNLSI83T46C866B,2021-04-11,07:21:00
STJKNE55M03L673N,KNSJNF91H43C691H,2020-01-19,07:18:00
KNGRSL57M27L167F,BGYLSO52A48G663K,2020-09-02,20:12:00
WLLRLA58E52G222M,KLFJMS99H26F422A,2020-09-07,00:39:00
PTRMLS95L01G492T,FLRCLS87M29I936O,2020-01-21,00:32:00
NGYJDY52E48F320W,KLFJMS99H26F422A,2020-04-01,21:35:00
BRDCRO63R66F162H,FREDTH50S54B120C,2020-09-22,18:50:00
LFFMLE91L09D596Z,KNSJNF91H43C691H,2020-02-15,01:13:00
DDYNCY55H68G331W,FLRCLS87M29I936O,2021-09-25,14:46:00
SHETMY52C08H406D,WRRDMA53D08A127Z,2020-09-24,15:59:00
SMTNRW84T12I192Q,WLLLLN83R62A857R,2020-07-20,08:20:00
DCSGRG75B01H258V,PNTJSS83R28A041V,2021-04-16,03:49:00
VLNKHL81L44L146Q,NDRSLY95E49A745P,2021-02-15,05:11:00
PRCRTR79L29L270U,CLYMHL68C61B424F,2021-02-22,16:22:00
NCHPGY58M48G421Q,SLHSLV72P60D239O,2020-06-13,17:01:00
BLNNDR76D29C072G,BRCMRY59A65H294I,2020-07-03,03:23:00
MKLCRS90H44L173G,SLBPRC85H65A399P,2021-06-19,19:45:00
TCKJYC58A44B774S,BRWCFF88E12F737N,2020-10-14,23:22:00
GNRJNN64B08D299Y,BRKPRC73A50B608C,2020-11-06,16:13:00
FLRCLS87M29I936O,KLLLRT86E22I414T,2021-09-19,19:05:00
BGYLSO52A48G663K,TRYRRT89S21C194F,2020-09-05,06:26:00
PNTJSS83R28A041V,CLMDWN76E64L105N,2021-05-06,15:28:00
PHLJSN62A18E213Z,VSLLTT58D59D974O,2020-05-04,11:07:00
NCHCRG65B09C503O,DVSBBR79S41M196G,2021-10-03,01:07:00
